var,cat,group,arr,auto
SB_pH,SB,Slash & Burn,zone_df,
SB_pHmodPsorp,SB,Slash & Burn,zone_df,
SB_PileSum,SB,Slash & Burn,,
SB_PileUpT_is,SB,Slash & Burn,,
SB_PSorpCh,SB,Slash & Burn,zone_df,
SB_PsorpModifier,SB,Slash & Burn,zone_df,
SB_PVolatFrac,SB,Slash & Burn,zone_df,
SB_RelPileUp,SB,Slash & Burn,zone_df,
SB_RelPSorption,SB,Slash & Burn,zone_df,
SB_ScorchedWoodRem,SB,Slash & Burn,zonepcomp_df,
SB_ScorchWoodRemoved,SB,Slash & Burn,zonepcomp_df,
SB_ScorchWoodRemTime_is,SB,Slash & Burn,,
SB_SecondFire_is,SB,Slash & Burn,,
SB_SlashDOY,SB,Slash & Burn,tree_df,
SB_SlashMoist,SB,Slash & Burn,zone_df,
SB_SlashSequence,SB,Slash & Burn,tree_df,
SB_SlashTime,SB,Slash & Burn,tree_df,
SB_SlashVegetation,SB,Slash & Burn,zonepcomp_df,
SB_SlashYear,SB,Slash & Burn,tree_df,
SB_SOMBurnFrac,SB,Slash & Burn,zone_df,
SB_SPileUp,SB,Slash & Burn,zonepcomp_df,
SB_SurfLitBurnFrac,SB,Slash & Burn,zone_df,
SB_Topsoil,SB,Slash & Burn,zone_df,
SB_TTempTol,SB,Slash & Burn,tree_df,
SB_WatRetentionMod,SB,Slash & Burn,zone_df,
SB_WoodFNutMin,SB,Slash & Burn,zonepcomp_df,
SB_WoodFNutVolat,SB,Slash & Burn,zonepcomp_df,
SB_WoodMoist,SB,Slash & Burn,zone_df,
SB_WPileUp,SB,Slash & Burn,zonepcomp_df,
S_BDActOverBDRefInfiltr,S,Soil Physical Properties,zone_df,
S_BDActOverBDRefKsatV,S,Soil Physical Properties,zonelayer_df,
S_BDModifierInfiltr,S,Soil Physical Properties,zone_df,
S_BDModifierKsatV,S,Soil Physical Properties,zonelayer_df,
S_C,S,Soil Physical Properties,zonelayer_df,
S_KsatDefV,S,Soil Physical Properties,zonelayer_df,
S_KsatInitV,S,Soil Physical Properties,zonelayer_df,
S_KsatVAct,S,Soil Physical Properties,zonelayer_df,
S_LFoodForWorms,S,Soil Physical Properties,zone_df,
S_RelBD,S,Soil Physical Properties,zonelayer_df,
S_SOMFoodForWorms,S,Soil Physical Properties,zonelayer_df,
S_SurfInfiltrAct,S,Soil Physical Properties,zone_df,
S_T,S,Soil Physical Properties,zonelayer_df,
S_TC,S,Soil Physical Properties,zonelayer_df,
S_WormAct,S,Soil Physical Properties,zonelayer_df,
S_WormActSurf,S,Soil Physical Properties,zone_df,
T_ApplyFBA_is,T,Tree Growth,tree_df,
T_ApplyPalm_is,T,Tree Growth,tree_df,
T_AreaperTree,T,Tree Growth,tree_df,
T_BarkThickness,T,Tree Growth,,
T_Biom,T,Tree Growth,treepcomp_df,Yes
T_BiomAG,T,Tree Growth,treepcomp_df,Yes
T_BiomassSlashed,T,Tree Growth,pcomp_df,
T_BiomCumTot,T,Tree Growth,tree_df,
T_CanBiomInc,T,Tree Growth,treepcomp_df,
T_CanBiomIni,T,Tree Growth,treepcomp_df,
T_CanBiomSlashed,T,Tree Growth,treepcomp_df,
T_CanBiomTimHarv,T,Tree Growth,treepcomp_df,
T_CanBionTimCum,T,Tree Growth,treepcomp_df,
T_CanH,T,Tree Growth,tree_df,Yes table
T_CanHMax,T,Tree Growth,tree_df,
T_CanInit,T,Tree Growth,treepcomp_df,
T_CanLow,T,Tree Growth,tree_df,
T_CanShape,T,Tree Growth,tree_df,
T_CanTargConc,T,Tree Growth,treepcomp_df,
T_CanUp,T,Tree Growth,tree_df,
T_CanUpZn,T,Tree Growth,zonetree_df,
T_CanWidth,T,Tree Growth,tree_df,Yes table
T_CanWidthD,T,Tree Growth,tree_df,
T_CanWidthMax,T,Tree Growth,tree_df,
T_CanWidthMaxRel,T,Tree Growth,tree_df,
T_CanWidthRel,T,Tree Growth,tree_df,
T_CBSlashCum,T,Tree Growth,treepcomp_df,
T_ChExpRettoLabour,T,Tree Growth,tree_df,
T_Compl,T,Tree Growth,tree_df,
T_CropinField_is,T,Tree Growth,,
T_CropinZone_is,T,Tree Growth,zone_df,
T_CumLatexYieldkgper,T,Tree Growth,tree_df,
T_CumLatexYieldkgperha,T,Tree Growth,tree_df,
T_CumLatexYieldkgperm,T,Tree Growth,tree_df,
T_CumLim,T,Tree Growth,treelimit_df,
T_CumLitTarget,T,Tree Growth,tree_df,
T_CumRtTypeDecay,T,Tree Growth,treepcomp_df,
T_CumWatStress,T,Tree Growth,tree_df,
T_CurLimFac,T,Tree Growth,treelimit_df,
T_DayofYear,T,Tree Growth,,
T_DelWatStress,T,Tree Growth,tree_df,
T_DiamBiom,T,Tree Growth,tree_df,
T_DiamBranch,T,Tree Growth,tree_df,
T_DiamCumLit,T,Tree Growth,tree_df,
T_DiamHeartWoodTDies,T,Tree Growth,tree_df,
T_DiamLfTwig,T,Tree Growth,tree_df,
T_DiamRtLeng,T,Tree Growth,tree_df,
T_DiamRtWght,T,Tree Growth,tree_df,
T_DiamSapWoodTreeDies,T,Tree Growth,tree_df,
T_DiamSlopeBiom,T,Tree Growth,tree_df,
T_DiamSlopeBranch,T,Tree Growth,tree_df,
T_DiamSlopeCumLit,T,Tree Growth,tree_df,
T_DiamSlopeLfTwig,T,Tree Growth,tree_df,
T_DiamSlopeRtLeng,T,Tree Growth,tree_df,
T_DiamSlopeRtWght,T,Tree Growth,tree_df,
T_DiesToday_is,T,Tree Growth,tree_df,
T_DOY,T,Tree Growth,,
T_DOYFlwBeg,T,Tree Growth,tree_df,
T_DOYFlwEnd,T,Tree Growth,tree_df,
T_DynTappingFrac,T,Tree Growth,,
T_ExpRetToLab,T,Tree Growth,tree_df,
T_FBALitFal,T,Tree Growth,tree_df,
T_FracLim,T,Tree Growth,treelimit_df,
T_FreshFruitHarv,T,Tree Growth,tree_df,
T_FreshPrun,T,Tree Growth,tree_df,
T_FreshPrunHarvInc,T,Tree Growth,tree_df,
T_FreshWoodHarv,T,Tree Growth,tree_df,
T_Frug,T,Tree Growth,treepcomp_df,
T_Fruit,T,Tree Growth,treepcomp_df,
T_FruitAllocDyn,T,Tree Growth,,
T_FruitAllocStage,T,Tree Growth,tree_df,
T_FruitConc,T,Tree Growth,treepcomp_df,
T_FruitCum,T,Tree Growth,treepcomp_df,
T_FruitHarvFracHeight,T,Tree Growth,tree_df,
T_FruitHarvInc,T,Tree Growth,treepcomp_df,
T_FruitInc,T,Tree Growth,treepcomp_df,
T_FruitSlashed,T,Tree Growth,treepcomp_df,
T_GenLitStage,T,Tree Growth,tree_df,
T_GirthMax,T,Tree Growth,tree_df,
T_GirthMinforTappingcm,T,Tree Growth,,
T_GraphLeafFall,T,Tree Growth,tree_df,
T_GroInit,T,Tree Growth,treepcomp_df,
T_GroMax,T,Tree Growth,tree_df,
T_GroRes,T,Tree Growth,treepcomp_df,Yes
T_GroResConc,T,Tree Growth,treepcomp_df,
T_GroResConcAct,T,Tree Growth,treenut_df,
T_GroResFrac,T,Tree Growth,tree_df,
T_GroResInc,T,Tree Growth,treepcomp_df,
T_GroResLoss,T,Tree Growth,treepcomp_df,
T_GroResLossCum,T,Tree Growth,treepcomp_df,
T_GroResStorInc,T,Tree Growth,treepcomp_df,
T_GrowDayAc,T,Tree Growth,tree_df,
T_GrowDays,T,Tree Growth,tree_df,
T_GrowsToday_is,T,Tree Growth,tree_df,
T_GrowStor,T,Tree Growth,treepcomp_df,
T_GrowthAlloc,T,Tree Growth,tree_df,
T_HeartWood,T,Tree Growth,treepcomp_df,
T_HeartWoodDiam,T,Tree Growth,tree_df,
T_HeartWoodDiamInc,T,Tree Growth,tree_df,
T_HeartWoodInc,T,Tree Growth,treepcomp_df,
T_Height,T,Tree Growth,tree_df,
T_Herbivory,T,Tree Growth,treepcomp_df,
T_HydEqFluxes,T,Tree Growth,tree_df,
T_InitiatePanel,T,Tree Growth,tree_df,
T_InitStage,T,Tree Growth,tree_df,
T_KillTime,T,Tree Growth,tree_df,
T_klight,T,Tree Growth,tree_df,
T_LAI,T,Tree Growth,tree_df,
T_LAICan,T,Tree Growth,tree_df,
T_LAIcropzoneTot,T,Tree Growth,,
T_LAIEff,T,Tree Growth,zonetree_df,
T_LAIMax,T,Tree Growth,tree_df,
T_LAIMin,T,Tree Growth,tree_df,
T_LAIMinMaxRatio,T,Tree Growth,tree_df,
T_LAINecrCh,T,Tree Growth,zone_df,
T_LatexFormAlloc,T,Tree Growth,treepcomp_df,
T_LatexFormation,T,Tree Growth,treepcomp_df,
T_LatexHarvestIndex,T,Tree Growth,treepcomp_df,
T_LatexkgperhaperDayofWork,T,Tree Growth,tree_df,
T_LatexPotProd,T,Tree Growth,,
T_LatexStock,T,Tree Growth,treepcomp_df,
T_LeafAgeTurnover,T,Tree Growth,tree_df,
T_LeafFlush_is,T,Tree Growth,tree_df,
T_LeavesPotFormed_is,T,Tree Growth,tree_df,
T_LeavesPotPresent_is,T,Tree Growth,tree_df,
T_LfConc,T,Tree Growth,treepcomp_df,
T_LfTwig,T,Tree Growth,treepcomp_df,Yes
T_LfTwigConcAct,T,Tree Growth,treenut_df,
T_LfTwMulch,T,Tree Growth,zonetree_df,
T_LifallConcAct,T,Tree Growth,treenut_df,
T_LifallCum,T,Tree Growth,treepcomp_df,
T_LifallDroughtFrac,T,Tree Growth,tree_df,
T_LifallInc,T,Tree Growth,treepcomp_df,Yes
T_LifallIncZnTree,T,Tree Growth,zonetree_df,
T_LifallRed,T,Tree Growth,treepcomp_df,
T_LifallRedFac,T,Tree Growth,treepcomp_df,
T_LiFallThreshWStress,T,Tree Growth,tree_df,
T_LifallTreeDies,T,Tree Growth,treepcomp_df,
T_LifallWeightTot,T,Tree Growth,zonetree_df,
T_LifallWtAct,T,Tree Growth,zonetree_df,
T_Light,T,Tree Growth,tree_df,Yes
T_LightPosGrow,T,Tree Growth,tree_df,
T_LignLifall,T,Tree Growth,tree_df,
T_Lignovory,T,Tree Growth,treepcomp_df,
T_LignPrun,T,Tree Growth,tree_df,
T_LignRt,T,Tree Growth,tree_df,
T_LitFalFracDrought,T,Tree Growth,tree_df,
T_LitFalFracShade,T,Tree Growth,tree_df,
T_LvsFormed_is,T,Tree Growth,tree_df,
T_LWR,T,Tree Growth,tree_df,
T_MaintResp,T,Tree Growth,treepcomp_df,
T_ModifiedDynTappingFrac,T,Tree Growth,,
T_MRespCan,T,Tree Growth,tree_df,
T_MRespLatex,T,Tree Growth,tree_df,
T_MRespWood,T,Tree Growth,tree_df,
T_MycMaxInf,T,Tree Growth,tree_df,
T_NBiom,T,Tree Growth,treenut_df,Yes
T_NDeficit,T,Tree Growth,treenut_df,
T_NDemand,T,Tree Growth,treenut_df,
T_NDemandAll,T,Tree Growth,nut_df,Yes
T_NFix,T,Tree Growth,treenut_df,
T_NFixDayFrac,T,Tree Growth,tree_df,
T_NFixDWMaxFrac,T,Tree Growth,tree_df,
T_NFixDWUnitCost,T,Tree Growth,tree_df,
T_NFixResp,T,Tree Growth,tree_df,
T_NFixVariable_is,T,Tree Growth,tree_df,
T_NLifallInc,T,Tree Growth,treenut_df,
T_NNDemandZn,T,Tree Growth,zonetree_df,
T_NNUptDeno,T,Tree Growth,tree_df,
T_NNUptDenoZn,T,Tree Growth,zonetree_df,
T_NNUptPot,T,Tree Growth,tree_df,
T_NNUptPotZn,T,Tree Growth,zonetree_df,
T_NPDemandZn,T,Tree Growth,zonetree_df,
T_NPosgro,T,Tree Growth,treenut_df,Yes
T_NPrunMulch,T,Tree Growth,treenut_df,
T_NPUptDeno,T,Tree Growth,tree_df,
T_NPUptDenoZn,T,Tree Growth,zonetree_df,
T_NPUptPot,T,Tree Growth,tree_df,
T_NTarget,T,Tree Growth,treenut_df,
T_NTargetCan,T,Tree Growth,treenut_df,
T_NTargetNbiomRatio,T,Tree Growth,treenut_df,
T_NTargetNonCan,T,Tree Growth,treenut_df,
T_NTUptZn,T,Tree Growth,zonetreenut_df,
T_NUpt,T,Tree Growth,layertreenut_df,
T_NUptPotAll,T,Tree Growth,nut_df,Yes
T_NUptRelH,T,Tree Growth,treenut_df,
T_NUptRelV,T,Tree Growth,layertreenut_df,
T_NUptTot,T,Tree Growth,treenut_df,
T_NUptTotAll,T,Tree Growth,nut_df,Yes
T_NUptTree,T,Tree Growth,treenut_df,
T_NutMob,T,Tree Growth,treenut_df,
T_PanelAlreadyInitiated_is,T,Tree Growth,tree_df,
T_PanelAvailable,T,Tree Growth,tree_df,
T_PanelQuality,T,Tree Growth,tree_df,
T_PlantDoY,T,Tree Growth,tree_df,
T_PlantTime,T,Tree Growth,tree_df,Yes table
T_PlantY,T,Tree Growth,tree_df,
T_PolypLifall,T,Tree Growth,tree_df,
T_PolypPrun,T,Tree Growth,tree_df,
T_PolypRt,T,Tree Growth,tree_df,
T_PotResUseGrowth,T,Tree Growth,tree_df,
T_PotResUseLatexForm,T,Tree Growth,treepcomp_df,
T_PotSeasLiFall,T,Tree Growth,tree_df,
T_PotSeasLiFallFrac,T,Tree Growth,tree_df,
T_ProxRootSumDiamSq,T,Tree Growth,tree_df,
T_Prun,T,Tree Growth,treepcomp_df,
T_PrunCum,T,Tree Growth,treepcomp_df,Yes
T_PrunCumTreeDies,T,Tree Growth,treepcomp_df,
T_PrunDay,T,Tree Growth,,
T_PrunDoY,T,Tree Growth,,
T_PrunEvent,T,Tree Growth,,
T_PrunFrac,T,Tree Growth,tree_df,
T_PrunFracD,T,Tree Growth,tree_df,
T_PrunFruit,T,Tree Growth,treepcomp_df,
T_PrunHarvCum,T,Tree Growth,treepcomp_df,
T_PrunHarvFracD,T,Tree Growth,tree_df,
T_PrunHarvInc,T,Tree Growth,treepcomp_df,
T_PrunLapse,T,Tree Growth,tree_df,
T_PrunLapseInc,T,Tree Growth,tree_df,
T_PrunMulch,T,Tree Growth,treepcomp_df,
T_PrunPast,T,Tree Growth,,
T_PrunPlant_is,T,Tree Growth,,
T_PrunType_is,T,Tree Growth,,
T_PrunWeighTot,T,Tree Growth,tree_df,
T_PrunWtAct,T,Tree Growth,zonetree_df,
T_PrunY,T,Tree Growth,,
T_PrunZnTree,T,Tree Growth,zonetree_df,
T_RainWStorCap,T,Tree Growth,tree_df,
T_RelCanWidthZn,T,Tree Growth,zonetree_df,
T_RelFruitAllocMax,T,Tree Growth,tree_df,
T_RelLightMaxGr,T,Tree Growth,tree_df,
T_RelPosinZone,T,Tree Growth,tree_df,
T_ReserveFrac,T,Tree Growth,tree_df,
T_RespCum,T,Tree Growth,treepcomp_df,
T_RespforFixF,T,Tree Growth,,
T_Respiration,T,Tree Growth,treepcomp_df,
T_RestDaysperTappingday,T,Tree Growth,,
T_RipeFruitHarvest,T,Tree Growth,treepcomp_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,tree_df,
T_Root,T,Tree Growth,zonetree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,tree_df,
T_Root,T,Tree Growth,zonelayer_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_Root,T,Tree Growth,zonelayertree_df,
T_RootConductivity,T,Tree Growth,tree_df,
T_RootDecAcc,T,Tree Growth,pcomp_df,
T_RootDecay,T,Tree Growth,treepcomp_df,
T_RootDecCum,T,Tree Growth,pcomp_df,
T_RootInc,T,Tree Growth,treepcomp_df,
T_RootInit,T,Tree Growth,treepcomp_df,
T_RootInp,T,Tree Growth,zonelayer_df,
T_RootNdecay,T,Tree Growth,tree_df,
T_RootNtot,T,Tree Growth,tree_df,
T_RootPlCompTot,T,Tree Growth,treepcomp_df,
T_RootPtot,T,Tree Growth,tree_df,
T_RootTDW,T,Tree Growth,zonelayertree_df,
T_RootTN,T,Tree Growth,zonelayertree_df,
T_RootTP,T,Tree Growth,zonelayertree_df,
T_RtAllocAct,T,Tree Growth,tree_df,
T_RtConc,T,Tree Growth,treepcomp_df,
T_RtDec,T,Tree Growth,zonelayer_df,
T_RtDec,T,Tree Growth,zonelayer_df,
T_RtDec,T,Tree Growth,zonelayer_df,
T_RtDec,T,Tree Growth,zonelayer_df,
T_RtDecDWAll,T,Tree Growth,pcomp_df,
T_RtTypeBiomass,T,Tree Growth,treepcomp_df,
T_RtTypeCumInput,T,Tree Growth,treepcomp_df,
T_RtTypeInput,T,Tree Growth,treepcomp_df,
T_Rubber_is,T,Tree Growth,tree_df,
T_SapWood,T,Tree Growth,treepcomp_df,Yes
T_SapWoodDiam,T,Tree Growth,tree_df,
T_SapWoodEqDiam,T,Tree Growth,tree_df,
T_SecTimePanelAvailable,T,Tree Growth,tree_df,
T_SecTPanelDec,T,Tree Growth,tree_df,
T_SecTPanelInc,T,Tree Growth,tree_df,
T_Sequen,T,Tree Growth,tree_df,
T_SetPanelInitiateFlag,T,Tree Growth,tree_df,
T_SLA,T,Tree Growth,tree_df,
T_SlashLabour,T,Tree Growth,,
T_Stage,T,Tree Growth,treestage_df,
T_StageAftPrun,T,Tree Growth,tree_df,
T_StageInc,T,Tree Growth,treestage_df,
T_StemBefPruning,T,Tree Growth,tree_df,
T_StemBefPruningInc,T,Tree Growth,tree_df,
T_StemDAllom,T,Tree Growth,tree_df,
T_StemDiam,T,Tree Growth,tree_df,Yes
T_StemDiamGrowth,T,Tree Growth,tree_df,
T_StRt,T,Tree Growth,tree_df,
T_TapDaysCum,T,Tree Growth,tree_df,
T_TapDaysInc,T,Tree Growth,tree_df,
T_TappedLatex,T,Tree Growth,treepcomp_df,
T_Tapping,T,Tree Growth,treepcomp_df,
T_Tapping_is,T,Tree Growth,tree_df,
T_TappingDay_is,T,Tree Growth,tree_df,
T_TapThisTree_is,T,Tree Growth,tree_df,
T_TargetCan,T,Tree Growth,treepcomp_df,
T_TargetLatexStock,T,Tree Growth,treepcomp_df,
T_TargetLeafTwig,T,Tree Growth,tree_df,
T_TargetNonCan,T,Tree Growth,treepcomp_df,
T_TargHeartWood,T,Tree Growth,treepcomp_df,
T_Temp,T,Tree Growth,,
T_TempRespMaint,T,Tree Growth,,
T_TimeGenCycle,T,Tree Growth,tree_df,
T_TimeVeg,T,Tree Growth,tree_df,
T_TodayRettoLab,T,Tree Growth,tree_df,
T_TotTappingDays,T,Tree Growth,tree_df,
T_TranspRatio,T,Tree Growth,tree_df,
T_TranspRatioTime,T,Tree Growth,tree_df,
T_TreeinZone_is,T,Tree Growth,zonetree_df,
T_TreesperHa,T,Tree Growth,tree_df,
T_TreeToTheLeft_is,T,Tree Growth,zonetree_df,
T_TreeToTheRight_is,T,Tree Growth,zonetree_df,
T_TRelRtIncrTyp,T,Tree Growth,zonelayertree_df,
T_TwigConc,T,Tree Growth,treepcomp_df,
T_WoodConc,T,Tree Growth,treepcomp_df,
T_WoodConcAct,T,Tree Growth,treenut_df,
T_WoodDens,T,Tree Growth,tree_df,
T_WoodH,T,Tree Growth,tree_df,Yes table
T_WoodHarvCum,T,Tree Growth,treepcomp_df,
T_WoodHarvDay,T,Tree Growth,tree_df,
T_WoodHarvDoY,T,Tree Growth,tree_df,
T_WoodHarvest,T,Tree Growth,treepcomp_df,
T_WoodHarvEvent,T,Tree Growth,tree_df,
T_WoodHarvPast,T,Tree Growth,tree_df,
T_WoodHarvY,T,Tree Growth,tree_df,
T_WoodHCurr,T,Tree Growth,tree_df,
T_WoodHInc,T,Tree Growth,tree_df,
T_WoodInc,T,Tree Growth,treepcomp_df,
T_WoodIni,T,Tree Growth,treepcomp_df,
T_WoodInit,T,Tree Growth,treepcomp_df,
T_WoodSlashed,T,Tree Growth,treepcomp_df,
T_WoodTarget,T,Tree Growth,tree_df,
Temp,TEMP,Temperature,zonelayer_df,
TEMP_AirDailyData,TEMP,Temperature,,
TEMP_DailyPotEvap,TEMP,Temperature,,
TEMP_MonthAvg,TEMP,Temperature,,
TEMP_SoilDailyData,TEMP,Temperature,,
TF_AbRelSizePow,TF,Tree Fruit (Oil Palm),tree_df,
TF_AgeofPalm,TF,Tree Fruit (Oil Palm),tree_df,
TF_BunchGender,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_BunchHarvestDW,TF,Tree Fruit (Oil Palm),tree_df,
TF_BunchNo,TF,Tree Fruit (Oil Palm),tree_df,
TF_BunchNo_is,TF,Tree Fruit (Oil Palm),tree_df,
TF_BunchWeight,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_BunchWeightHarvest,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_BunchWeightIncrAct,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_BunchweightIncrTarget,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_CritFruitWaterPot,TF,Tree Fruit (Oil Palm),tree_df,
TF_CrownRadius,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumBunchNo,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumBunchWeightHarvest,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumDWHarvest,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumFruitsHarvNo,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumFWHarvest,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumOilHarvest,TF,Tree Fruit (Oil Palm),tree_df,
TF_CumOilProd,TF,Tree Fruit (Oil Palm),tree_df,
TF_CurrentLeafNo,TF,Tree Fruit (Oil Palm),tree_df,
TF_DelayedFrond,TF,Tree Fruit (Oil Palm),tree_df,
TF_DevBunches,TF,Tree Fruit (Oil Palm),tree_df,
TF_DMStressChange,TF,Tree Fruit (Oil Palm),tree_df,
TF_DW,TF,Tree Fruit (Oil Palm),tree_df,
TF_DWCostUOil,TF,Tree Fruit (Oil Palm),tree_df,
TF_DWSufficiency,TF,Tree Fruit (Oil Palm),tree_df,
TF_FemBunchFrac,TF,Tree Fruit (Oil Palm),tree_df,
TF_FemSinkperFruit,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FirstBudtoFlowerInit,TF,Tree Fruit (Oil Palm),tree_df,
TF_ForgetStress,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondGrowth,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondHistFrac,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondLDpetInterc,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondLDpetPower,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondLengthStressFac,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondWDpetInterc,TF,Tree Fruit (Oil Palm),tree_df,
TF_FrondWDpetPower,TF,Tree Fruit (Oil Palm),tree_df,
TF_FruitAbDWLoss,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitCheck,TF,Tree Fruit (Oil Palm),,
TF_FruitDemand,TF,Tree Fruit (Oil Palm),treepcomp_df,
TF_FruitHarvFrac,TF,Tree Fruit (Oil Palm),tree_df,
TF_FruitHarvNoperBunch,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitLitterfall,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitLitterFalloAm,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitNoPassOn,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitNumbLoss,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitsperBunch,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_FruitWaterPot,TF,Tree Fruit (Oil Palm),tree_df,
TF_Full,TF,Tree Fruit (Oil Palm),tree_df,
TF_GenderPassOn,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_Herbivory,TF,Tree Fruit (Oil Palm),tree_df,
TF_InitFruitspBunch,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeafClockTicks_is,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeafCumInit,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeaffallClockTicks_is,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeaffallCumNo,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeaffallTime,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeafTime,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeafTurnOver,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeavesTargetCum,TF,Tree Fruit (Oil Palm),tree_df,
TF_LeavesTargetF,TF,Tree Fruit (Oil Palm),tree_df,
TF_LiFall,TF,Tree Fruit (Oil Palm),tree_df,
TF_MaleDWloss,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_MaleSinkperBunch,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_MaleThresh,TF,Tree Fruit (Oil Palm),tree_df,
TF_MThreshtoWatStress,TF,Tree Fruit (Oil Palm),tree_df,
TF_NewLeaf_is,TF,Tree Fruit (Oil Palm),tree_df,
TF_NewLeaffall_is,TF,Tree Fruit (Oil Palm),tree_df,
TF_NextGender,TF,Tree Fruit (Oil Palm),tree_df,
TF_OilHarvest,TF,Tree Fruit (Oil Palm),tree_df,
TF_OilinFruits,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_OilProd,TF,Tree Fruit (Oil Palm),tree_df,
TF_OldFrondBiom,TF,Tree Fruit (Oil Palm),tree_df,
TF_OldFrondChange,TF,Tree Fruit (Oil Palm),tree_df,
TF_OldFrontBiomass,TF,Tree Fruit (Oil Palm),tree_df,
TF_PalmTrunkHeight,TF,Tree Fruit (Oil Palm),tree_df,
TF_PalmTrunkIntercept,TF,Tree Fruit (Oil Palm),tree_df,
TF_PalmTrunkInternode,TF,Tree Fruit (Oil Palm),tree_df,
TF_PalmTtBiomToLvs,TF,Tree Fruit (Oil Palm),tree_df,
TF_PhyllochronStressed,TF,Tree Fruit (Oil Palm),tree_df,
TF_PhyllochronStressFac,TF,Tree Fruit (Oil Palm),tree_df,
TF_PhyllochronTime,TF,Tree Fruit (Oil Palm),tree_df,
TF_PollinationEffectiveness,TF,Tree Fruit (Oil Palm),,
TF_PotentialFrondLength,TF,Tree Fruit (Oil Palm),tree_df,
TF_PotentialStemD,TF,Tree Fruit (Oil Palm),tree_df,
TF_PotLeaffall,TF,Tree Fruit (Oil Palm),tree_df,
TF_PotPhyllochronTime,TF,Tree Fruit (Oil Palm),tree_df,
TF_RadiometricFraction,TF,Tree Fruit (Oil Palm),tree_df,
TF_RecentFrondLength,TF,Tree Fruit (Oil Palm),tree_df,
TF_RecentTWPosgro,TF,Tree Fruit (Oil Palm),tree_df,
TF_RelAgeNewLf,TF,Tree Fruit (Oil Palm),tree_df,
TF_RelStemAlloc,TF,Tree Fruit (Oil Palm),tree_df,
TF_RespforOilProd,TF,Tree Fruit (Oil Palm),tree_df,
TF_SexDetermination,TF,Tree Fruit (Oil Palm),tree_df,
TF_StageAbortSens,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_StemDHistFrac,TF,Tree Fruit (Oil Palm),tree_df,
TF_StemDStressFactor,TF,Tree Fruit (Oil Palm),tree_df,
TF_StressedFrondLength,TF,Tree Fruit (Oil Palm),tree_df,
TF_StressRec,TF,Tree Fruit (Oil Palm),tree_df,
TF_TargetLeafAlloc,TF,Tree Fruit (Oil Palm),tree_df,
TF_TargetNewFrondBiom,TF,Tree Fruit (Oil Palm),tree_df,
TF_TargetOilCurr,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_TargetOilperBunch,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_TargetOilPrev,TF,Tree Fruit (Oil Palm),treefruit_df,
TF_TotalFruit,TF,Tree Fruit (Oil Palm),tree_df,
TF_TotFemS,TF,Tree Fruit (Oil Palm),treefruit_df,
